,X1,X2,X3,X4,X5,Y1
1077,3150,9.5,0.0254,55.5,0.0043284,133252
1078,4000,9.5,0.0254,55.5,0.0043284,131582
1079,5000,9.5,0.0254,55.5,0.0043284,128412
1080,6300,9.5,0.0254,55.5,0.0043284,124222
1081,200,9.5,0.0254,39.6,0.00449821,116074
1082,250,9.5,0.0254,39.6,0.00449821,116924
1083,315,9.5,0.0254,39.6,0.00449821,119294
1084,400,9.5,0.0254,39.6,0.00449821,121154
1085,500,9.5,0.0254,39.6,0.00449821,123894
1086,630,9.5,0.0254,39.6,0.00449821,126514
1087,800,9.5,0.0254,39.6,0.00449821,129014
1088,1000,9.5,0.0254,39.6,0.00449821,130374
1089,1250,9.5,0.0254,39.6,0.00449821,130964
1090,1600,9.5,0.0254,39.6,0.00449821,131184
1091,2000,9.5,0.0254,39.6,0.00449821,131274
1092,2500,9.5,0.0254,39.6,0.00449821,131234
1093,3150,9.5,0.0254,39.6,0.00449821,129934
1094,4000,9.5,0.0254,39.6,0.00449821,127864
1095,5000,9.5,0.0254,39.6,0.00449821,125044
1096,6300,9.5,0.0254,39.6,0.00449821,120324
1097,200,9.5,0.0254,31.7,0.00461377,119146
1098,250,9.5,0.0254,31.7,0.00461377,120136
1099,315,9.5,0.0254,31.7,0.00461377,122766
1100,400,9.5,0.0254,31.7,0.00461377,124756
1101,500,9.5,0.0254,31.7,0.00461377,126886
1102,630,9.5,0.0254,31.7,0.00461377,129006
1103,800,9.5,0.0254,31.7,0.00461377,130746
1104,1000,9.5,0.0254,31.7,0.00461377,131346
1105,1250,9.5,0.0254,31.7,0.00461377,131446
1106,1600,9.5,0.0254,31.7,0.00461377,131036
1107,2000,9.5,0.0254,31.7,0.00461377,130496
1108,2500,9.5,0.0254,31.7,0.00461377,130086
1109,3150,9.5,0.0254,31.7,0.00461377,128536
1110,4000,9.5,0.0254,31.7,0.00461377,126736
1111,5000,9.5,0.0254,31.7,0.00461377,124426
1112,6300,9.5,0.0254,31.7,0.00461377,120726
1113,250,12.7,0.0254,71.3,0.0121808,119698
1114,315,12.7,0.0254,71.3,0.0121808,122938
1115,400,12.7,0.0254,71.3,0.0121808,125048
1116,500,12.7,0.0254,71.3,0.0121808,126898
1117,630,12.7,0.0254,71.3,0.0121808,128878
1118,800,12.7,0.0254,71.3,0.0121808,130348
1119,1000,12.7,0.0254,71.3,0.0121808,131698
1120,1250,12.7,0.0254,71.3,0.0121808,133048
1121,1600,12.7,0.0254,71.3,0.0121808,134528
1122,2000,12.7,0.0254,71.3,0.0121808,134228
1123,2500,12.7,0.0254,71.3,0.0121808,134058
1124,3150,12.7,0.0254,71.3,0.0121808,133758
1125,4000,12.7,0.0254,71.3,0.0121808,131808
1126,5000,12.7,0.0254,71.3,0.0121808,128978
1127,6300,12.7,0.0254,71.3,0.0121808,125398
1128,8000,12.7,0.0254,71.3,0.0121808,120538
1129,10000,12.7,0.0254,71.3,0.0121808,114418
1130,250,12.7,0.0254,39.6,0.0130253,121547
1131,315,12.7,0.0254,39.6,0.0130253,123537
1132,400,12.7,0.0254,39.6,0.0130253,125527
1133,500,12.7,0.0254,39.6,0.0130253,127127
1134,630,12.7,0.0254,39.6,0.0130253,128867
1135,800,12.7,0.0254,39.6,0.0130253,130217
1136,1000,12.7,0.0254,39.6,0.0130253,130947
1137,1250,12.7,0.0254,39.6,0.0130253,130777
1138,1600,12.7,0.0254,39.6,0.0130253,129977
1139,2000,12.7,0.0254,39.6,0.0130253,129567
1140,2500,12.7,0.0254,39.6,0.0130253,129027
1141,3150,12.7,0.0254,39.6,0.0130253,127847
1142,4000,12.7,0.0254,39.6,0.0130253,126537
1143,5000,12.7,0.0254,39.6,0.0130253,125107
1144,6300,12.7,0.0254,39.6,0.0130253,123177
1145,8000,12.7,0.0254,39.6,0.0130253,120607
1146,10000,12.7,0.0254,39.6,0.0130253,116017
1147,200,17.4,0.0254,71.3,0.016104,112506
1148,250,17.4,0.0254,71.3,0.016104,113796
1149,315,17.4,0.0254,71.3,0.016104,115846
1150,400,17.4,0.0254,71.3,0.016104,117396
1151,500,17.4,0.0254,71.3,0.016104,119806
1152,630,17.4,0.0254,71.3,0.016104,122606
1153,800,17.4,0.0254,71.3,0.016104,124276
1154,1000,17.4,0.0254,71.3,0.016104,125816
1155,1250,17.4,0.0254,71.3,0.016104,126356
1156,1600,17.4,0.0254,71.3,0.016104,126406
1157,2000,17.4,0.0254,71.3,0.016104,126826
1158,2500,17.4,0.0254,71.3,0.016104,126746
1159,3150,17.4,0.0254,71.3,0.016104,126536
1160,4000,17.4,0.0254,71.3,0.016104,125586
1161,5000,17.4,0.0254,71.3,0.016104,123126
1162,6300,17.4,0.0254,71.3,0.016104,119916
1163,8000,17.4,0.0254,71.3,0.016104,115466
1164,200,17.4,0.0254,55.5,0.0165706,109951
1165,250,17.4,0.0254,55.5,0.0165706,110491
1166,315,17.4,0.0254,55.5,0.0165706,111911
1167,400,17.4,0.0254,55.5,0.0165706,115461
1168,500,17.4,0.0254,55.5,0.0165706,119621
1169,630,17.4,0.0254,55.5,0.0165706,122411
1170,800,17.4,0.0254,55.5,0.0165706,123091
1171,1000,17.4,0.0254,55.5,0.0165706,126001
1172,1250,17.4,0.0254,55.5,0.0165706,129301
1173,1600,17.4,0.0254,55.5,0.0165706,126471
1174,2000,17.4,0.0254,55.5,0.0165706,125261
1175,2500,17.4,0.0254,55.5,0.0165706,124931
1176,3150,17.4,0.0254,55.5,0.0165706,124101
1177,4000,17.4,0.0254,55.5,0.0165706,121771
1178,5000,17.4,0.0254,55.5,0.0165706,118941
1179,6300,17.4,0.0254,55.5,0.0165706,114861
1180,200,17.4,0.0254,39.6,0.0172206,114044
1181,250,17.4,0.0254,39.6,0.0172206,114714
1182,315,17.4,0.0254,39.6,0.0172206,115144
1183,400,17.4,0.0254,39.6,0.0172206,115444
1184,500,17.4,0.0254,39.6,0.0172206,117514
1185,630,17.4,0.0254,39.6,0.0172206,124514
1186,800,17.4,0.0254,39.6,0.0172206,135324
1187,1000,17.4,0.0254,39.6,0.0172206,138274
1188,1250,17.4,0.0254,39.6,0.0172206,131364
1189,1600,17.4,0.0254,39.6,0.0172206,127614
1190,2000,17.4,0.0254,39.6,0.0172206,126644
1191,2500,17.4,0.0254,39.6,0.0172206,124154
1192,3150,17.4,0.0254,39.6,0.0172206,123564
1193,4000,17.4,0.0254,39.6,0.0172206,122724
1194,5000,17.4,0.0254,39.6,0.0172206,119854
1195,200,17.4,0.0254,31.7,0.0176631,116146
1196,250,17.4,0.0254,31.7,0.0176631,116956
1197,315,17.4,0.0254,31.7,0.0176631,118416
1198,400,17.4,0.0254,31.7,0.0176631,120766
1199,500,17.4,0.0254,31.7,0.0176631,127676
1200,630,17.4,0.0254,31.7,0.0176631,136886
1201,800,17.4,0.0254,31.7,0.0176631,139226
1202,1000,17.4,0.0254,31.7,0.0176631,131796
1203,1250,17.4,0.0254,31.7,0.0176631,128306
1204,1600,17.4,0.0254,31.7,0.0176631,126846
1205,2000,17.4,0.0254,31.7,0.0176631,124356
1206,2500,17.4,0.0254,31.7,0.0176631,124166
1207,3150,17.4,0.0254,31.7,0.0176631,123466
1208,4000,17.4,0.0254,31.7,0.0176631,121996
1209,5000,17.4,0.0254,31.7,0.0176631,117996
1210,315,22.2,0.0254,71.3,0.0214178,115857
1211,400,22.2,0.0254,71.3,0.0214178,117927
1212,500,22.2,0.0254,71.3,0.0214178,117967
1213,630,22.2,0.0254,71.3,0.0214178,120657
1214,800,22.2,0.0254,71.3,0.0214178,123227
1215,1000,22.2,0.0254,71.3,0.0214178,134247
1216,1250,22.2,0.0254,71.3,0.0214178,140987
1217,1600,22.2,0.0254,71.3,0.0214178,131817
1218,2000,22.2,0.0254,71.3,0.0214178,127197
1219,2500,22.2,0.0254,71.3,0.0214178,126097
1220,3150,22.2,0.0254,71.3,0.0214178,124127
1221,4000,22.2,0.0254,71.3,0.0214178,123917
1222,5000,22.2,0.0254,71.3,0.0214178,125727
1223,6300,22.2,0.0254,71.3,0.0214178,123127
1224,8000,22.2,0.0254,71.3,0.0214178,121657
1225,200,22.2,0.0254,39.6,0.0229028,116066
1226,250,22.2,0.0254,39.6,0.0229028,117386
1227,315,22.2,0.0254,39.6,0.0229028,120716
1228,400,22.2,0.0254,39.6,0.0229028,123416
1229,500,22.2,0.0254,39.6,0.0229028,129776
1230,630,22.2,0.0254,39.6,0.0229028,137026
1231,800,22.2,0.0254,39.6,0.0229028,137076
1232,1000,22.2,0.0254,39.6,0.0229028,128416
1233,1250,22.2,0.0254,39.6,0.0229028,126446
1234,1600,22.2,0.0254,39.6,0.0229028,122216
1235,2000,22.2,0.0254,39.6,0.0229028,121256
1236,2500,22.2,0.0254,39.6,0.0229028,121306
1237,3150,22.2,0.0254,39.6,0.0229028,120856
1238,4000,22.2,0.0254,39.6,0.0229028,119646
1239,5000,22.2,0.0254,39.6,0.0229028,118816
1240,630,0,0.1016,71.3,0.00121072,124155
1241,800,0,0.1016,71.3,0.00121072,126805
1242,1000,0,0.1016,71.3,0.00121072,128825
1243,1250,0,0.1016,71.3,0.00121072,130335
1244,1600,0,0.1016,71.3,0.00121072,131725
1245,2000,0,0.1016,71.3,0.00121072,132095
1246,2500,0,0.1016,71.3,0.00121072,132595
1247,3150,0,0.1016,71.3,0.00121072,131955
1248,4000,0,0.1016,71.3,0.00121072,130935
1249,5000,0,0.1016,71.3,0.00121072,130795
1250,6300,0,0.1016,71.3,0.00121072,129395
1251,8000,0,0.1016,71.3,0.00121072,125465
1252,10000,0,0.1016,71.3,0.00121072,123305
1253,12500,0,0.1016,71.3,0.00121072,119375
1254,630,0,0.1016,55.5,0.00131983,126.17
1255,800,0,0.1016,55.5,0.00131983,127.92
1256,1000,0,0.1016,55.5,0.00131983,129.8
1257,1250,0,0.1016,55.5,0.00131983,131.43
1258,1600,0,0.1016,55.5,0.00131983,132.05
1259,2000,0,0.1016,55.5,0.00131983,132.54
1260,2500,0,0.1016,55.5,0.00131983,133.04
1261,3150,0,0.1016,55.5,0.00131983,131.78
1262,4000,0,0.1016,55.5,0.00131983,129.5
1263,5000,0,0.1016,55.5,0.00131983,128.36
1264,6300,0,0.1016,55.5,0.00131983,127.73
1265,8000,0,0.1016,55.5,0.00131983,124.45
1266,10000,0,0.1016,55.5,0.00131983,121.93
1267,12500,0,0.1016,55.5,0.00131983,119.91
1268,630,0,0.1016,39.6,0.00146332,125401
1269,800,0,0.1016,39.6,0.00146332,128401
1270,1000,0,0.1016,39.6,0.00146332,130781
1271,1250,0,0.1016,39.6,0.00146332,132271
1272,1600,0,0.1016,39.6,0.00146332,133261
1273,2000,0,0.1016,39.6,0.00146332,133251
1274,2500,0,0.1016,39.6,0.00146332,132611
1275,3150,0,0.1016,39.6,0.00146332,130961
1276,4000,0,0.1016,39.6,0.00146332,127801
1277,5000,0,0.1016,39.6,0.00146332,126021
1278,6300,0,0.1016,39.6,0.00146332,125631
1279,8000,0,0.1016,39.6,0.00146332,122341
1280,10000,0,0.1016,39.6,0.00146332,119561
1281,630,0,0.1016,31.7,0.00150092,126413
1282,800,0,0.1016,31.7,0.00150092,129053
1283,1000,0,0.1016,31.7,0.00150092,131313
1284,1250,0,0.1016,31.7,0.00150092,133063
1285,1600,0,0.1016,31.7,0.00150092,133553
1286,2000,0,0.1016,31.7,0.00150092,133153
1287,2500,0,0.1016,31.7,0.00150092,132003
1288,3150,0,0.1016,31.7,0.00150092,129973
1289,4000,0,0.1016,31.7,0.00150092,126933
1290,5000,0,0.1016,31.7,0.00150092,124393
1291,6300,0,0.1016,31.7,0.00150092,124253
1292,8000,0,0.1016,31.7,0.00150092,120193
1293,10000,0,0.1016,31.7,0.00150092,115893
1294,800,3.3,0.1016,71.3,0.00202822,131074
1295,1000,3.3,0.1016,71.3,0.00202822,131434
1296,1250,3.3,0.1016,71.3,0.00202822,132304
1297,1600,3.3,0.1016,71.3,0.00202822,133664
1298,2000,3.3,0.1016,71.3,0.00202822,134034
1299,2500,3.3,0.1016,71.3,0.00202822,133894
1300,3150,3.3,0.1016,71.3,0.00202822,132114
1301,4000,3.3,0.1016,71.3,0.00202822,128704
1302,5000,3.3,0.1016,71.3,0.00202822,127054
1303,6300,3.3,0.1016,71.3,0.00202822,124904
1304,8000,3.3,0.1016,71.3,0.00202822,121234
1305,10000,3.3,0.1016,71.3,0.00202822,116694
1306,630,3.3,0.1016,55.5,0.002211,126599
1307,800,3.3,0.1016,55.5,0.002211,129119
1308,1000,3.3,0.1016,55.5,0.002211,131129
1309,1250,3.3,0.1016,55.5,0.002211,132769
1310,1600,3.3,0.1016,55.5,0.002211,133649
1311,2000,3.3,0.1016,55.5,0.002211,133649
1312,2500,3.3,0.1016,55.5,0.002211,132889
1313,3150,3.3,0.1016,55.5,0.002211,130629
1314,4000,3.3,0.1016,55.5,0.002211,127229
1315,5000,3.3,0.1016,55.5,0.002211,124839
1316,6300,3.3,0.1016,55.5,0.002211,123839
1317,8000,3.3,0.1016,55.5,0.002211,120569
1318,10000,3.3,0.1016,55.5,0.002211,115659
1319,630,3.3,0.1016,39.6,0.00245138,127251
1320,800,3.3,0.1016,39.6,0.00245138,129991
1321,1000,3.3,0.1016,39.6,0.00245138,131971
1322,1250,3.3,0.1016,39.6,0.00245138,133211
1323,1600,3.3,0.1016,39.6,0.00245138,133071
1324,2000,3.3,0.1016,39.6,0.00245138,132301
1325,2500,3.3,0.1016,39.6,0.00245138,130791
1326,3150,3.3,0.1016,39.6,0.00245138,128401
1327,4000,3.3,0.1016,39.6,0.00245138,124881
1328,5000,3.3,0.1016,39.6,0.00245138,122371
1329,6300,3.3,0.1016,39.6,0.00245138,120851
1330,8000,3.3,0.1016,39.6,0.00245138,118091
1331,10000,3.3,0.1016,39.6,0.00245138,115321
1332,630,3.3,0.1016,31.7,0.00251435,128952
1333,800,3.3,0.1016,31.7,0.00251435,131362
1334,1000,3.3,0.1016,31.7,0.00251435,133012
1335,1250,3.3,0.1016,31.7,0.00251435,134022
1336,1600,3.3,0.1016,31.7,0.00251435,133402
1337,2000,3.3,0.1016,31.7,0.00251435,131642
1338,2500,3.3,0.1016,31.7,0.00251435,130392
1339,3150,3.3,0.1016,31.7,0.00251435,128252
1340,4000,3.3,0.1016,31.7,0.00251435,124852
1341,5000,3.3,0.1016,31.7,0.00251435,122082
1342,6300,3.3,0.1016,31.7,0.00251435,120702
1343,8000,3.3,0.1016,31.7,0.00251435,117432
1344,630,6.7,0.1016,71.3,0.00478288,131448
1345,800,6.7,0.1016,71.3,0.00478288,134478
1346,1000,6.7,0.1016,71.3,0.00478288,136758
1347,1250,6.7,0.1016,71.3,0.00478288,137658
1348,1600,6.7,0.1016,71.3,0.00478288,136678
1349,2000,6.7,0.1016,71.3,0.00478288,134568
1350,2500,6.7,0.1016,71.3,0.00478288,131458
1351,3150,6.7,0.1016,71.3,0.00478288,124458
1352,500,6.7,0.1016,55.5,0.0052139,129343
1353,630,6.7,0.1016,55.5,0.0052139,133023
1354,800,6.7,0.1016,55.5,0.0052139,135953
1355,1000,6.7,0.1016,55.5,0.0052139,137233
1356,1250,6.7,0.1016,55.5,0.0052139,136883
1357,1600,6.7,0.1016,55.5,0.0052139,133653
1358,2000,6.7,0.1016,55.5,0.0052139,129653
1359,2500,6.7,0.1016,55.5,0.0052139,124273
1360,400,6.7,0.1016,39.6,0.00578076,128295
1361,500,6.7,0.1016,39.6,0.00578076,130955
1362,630,6.7,0.1016,39.6,0.00578076,133355
1363,800,6.7,0.1016,39.6,0.00578076,134625
1364,1000,6.7,0.1016,39.6,0.00578076,134515
1365,1250,6.7,0.1016,39.6,0.00578076,132395
1366,1600,6.7,0.1016,39.6,0.00578076,127375
1367,2000,6.7,0.1016,39.6,0.00578076,122235
1368,315,6.7,0.1016,31.7,0.00592927,126266
1369,400,6.7,0.1016,31.7,0.00592927,128296
1370,500,6.7,0.1016,31.7,0.00592927,130206
1371,630,6.7,0.1016,31.7,0.00592927,132116
1372,800,6.7,0.1016,31.7,0.00592927,132886
1373,1000,6.7,0.1016,31.7,0.00592927,131636
1374,1250,6.7,0.1016,31.7,0.00592927,129256
1375,1600,6.7,0.1016,31.7,0.00592927,124346
1376,2000,6.7,0.1016,31.7,0.00592927,120446
1377,200,8.9,0.1016,71.3,0.0103088,133503
1378,250,8.9,0.1016,71.3,0.0103088,134533
1379,315,8.9,0.1016,71.3,0.0103088,136583
1380,400,8.9,0.1016,71.3,0.0103088,138123
1381,500,8.9,0.1016,71.3,0.0103088,138523
1382,630,8.9,0.1016,71.3,0.0103088,138423
1383,800,8.9,0.1016,71.3,0.0103088,137813
1384,1000,8.9,0.1016,71.3,0.0103088,135433
1385,1250,8.9,0.1016,71.3,0.0103088,132793
1386,1600,8.9,0.1016,71.3,0.0103088,128763
1387,2000,8.9,0.1016,71.3,0.0103088,124233
1388,2500,8.9,0.1016,71.3,0.0103088,123623
1389,3150,8.9,0.1016,71.3,0.0103088,123263
1390,4000,8.9,0.1016,71.3,0.0103088,120243
1391,5000,8.9,0.1016,71.3,0.0103088,116723
1392,6300,8.9,0.1016,71.3,0.0103088,117253
1393,200,8.9,0.1016,39.6,0.0124596,133.42
1394,250,8.9,0.1016,39.6,0.0124596,134.34
1395,315,8.9,0.1016,39.6,0.0124596,135.38
1396,400,8.9,0.1016,39.6,0.0124596,135.54
1397,500,8.9,0.1016,39.6,0.0124596,133.79
1398,630,8.9,0.1016,39.6,0.0124596,131.92
1399,800,8.9,0.1016,39.6,0.0124596,130.94
1400,1000,8.9,0.1016,39.6,0.0124596,129.58
1401,1250,8.9,0.1016,39.6,0.0124596,127.71
1402,1600,8.9,0.1016,39.6,0.0124596,123.82
1403,2000,8.9,0.1016,39.6,0.0124596,119.04
1404,2500,8.9,0.1016,39.6,0.0124596,119.19
1405,3150,8.9,0.1016,39.6,0.0124596,119.35
1406,4000,8.9,0.1016,39.6,0.0124596,116.22
1407,5000,8.9,0.1016,39.6,0.0124596,113.08
1408,6300,8.9,0.1016,39.6,0.0124596,113.11
1409,200,12.3,0.1016,71.3,0.0337792,130588
1410,250,12.3,0.1016,71.3,0.0337792,131568
1411,315,12.3,0.1016,71.3,0.0337792,137068
1412,400,12.3,0.1016,71.3,0.0337792,139428
1413,500,12.3,0.1016,71.3,0.0337792,140158
1414,630,12.3,0.1016,71.3,0.0337792,135368
1415,800,12.3,0.1016,71.3,0.0337792,127318
1416,1000,12.3,0.1016,71.3,0.0337792,127928
1417,1250,12.3,0.1016,71.3,0.0337792,126648
1418,1600,12.3,0.1016,71.3,0.0337792,124748
1419,2000,12.3,0.1016,71.3,0.0337792,122218
1420,2500,12.3,0.1016,71.3,0.0337792,121318
1421,3150,12.3,0.1016,71.3,0.0337792,120798
1422,4000,12.3,0.1016,71.3,0.0337792,118018
1423,5000,12.3,0.1016,71.3,0.0337792,116108
1424,6300,12.3,0.1016,71.3,0.0337792,113958
1425,200,12.3,0.1016,55.5,0.0368233,132304
1426,250,12.3,0.1016,55.5,0.0368233,133294
1427,315,12.3,0.1016,55.5,0.0368233,135674
1428,400,12.3,0.1016,55.5,0.0368233,136414
1429,500,12.3,0.1016,55.5,0.0368233,133774
1430,630,12.3,0.1016,55.5,0.0368233,124244
1431,800,12.3,0.1016,55.5,0.0368233,125114
1432,1000,12.3,0.1016,55.5,0.0368233,125484
1433,1250,12.3,0.1016,55.5,0.0368233,124214
1434,1600,12.3,0.1016,55.5,0.0368233,121824
1435,2000,12.3,0.1016,55.5,0.0368233,118564
1436,2500,12.3,0.1016,55.5,0.0368233,117054
1437,3150,12.3,0.1016,55.5,0.0368233,116914
1438,4000,12.3,0.1016,55.5,0.0368233,114404
1439,5000,12.3,0.1016,55.5,0.0368233,112014
1440,6300,12.3,0.1016,55.5,0.0368233,110124
1441,200,12.3,0.1016,39.6,0.0408268,128545
1442,250,12.3,0.1016,39.6,0.0408268,129675
1443,315,12.3,0.1016,39.6,0.0408268,129415
1444,400,12.3,0.1016,39.6,0.0408268,128265
1445,500,12.3,0.1016,39.6,0.0408268,122205
1446,630,12.3,0.1016,39.6,0.0408268,121315
1447,800,12.3,0.1016,39.6,0.0408268,122315
1448,1000,12.3,0.1016,39.6,0.0408268,122435
1449,1250,12.3,0.1016,39.6,0.0408268,121165
1450,1600,12.3,0.1016,39.6,0.0408268,117875
1451,2000,12.3,0.1016,39.6,0.0408268,114085
1452,2500,12.3,0.1016,39.6,0.0408268,113315
1453,3150,12.3,0.1016,39.6,0.0408268,113055
1454,4000,12.3,0.1016,39.6,0.0408268,110905
1455,5000,12.3,0.1016,39.6,0.0408268,108625
1456,6300,12.3,0.1016,39.6,0.0408268,107985
1457,200,12.3,0.1016,31.7,0.0418756,124987
1458,250,12.3,0.1016,31.7,0.0418756,125857
1459,315,12.3,0.1016,31.7,0.0418756,124717
1460,400,12.3,0.1016,31.7,0.0418756,123207
1461,500,12.3,0.1016,31.7,0.0418756,118667
1462,630,12.3,0.1016,31.7,0.0418756,119287
1463,800,12.3,0.1016,31.7,0.0418756,120037
1464,1000,12.3,0.1016,31.7,0.0418756,119777
1465,1250,12.3,0.1016,31.7,0.0418756,118767
1466,1600,12.3,0.1016,31.7,0.0418756,114477
1467,2000,12.3,0.1016,31.7,0.0418756,110447
1468,2500,12.3,0.1016,31.7,0.0418756,110317
1469,3150,12.3,0.1016,31.7,0.0418756,110307
1470,4000,12.3,0.1016,31.7,0.0418756,108407
1471,5000,12.3,0.1016,31.7,0.0418756,107147
1472,6300,12.3,0.1016,31.7,0.0418756,107267
1473,200,15.6,0.1016,71.3,0.0437259,130898
1474,250,15.6,0.1016,71.3,0.0437259,132158
1475,315,15.6,0.1016,71.3,0.0437259,133808
1476,400,15.6,0.1016,71.3,0.0437259,134058
1477,500,15.6,0.1016,71.3,0.0437259,130638
1478,630,15.6,0.1016,71.3,0.0437259,122288
1479,800,15.6,0.1016,71.3,0.0437259,124188
1480,1000,15.6,0.1016,71.3,0.0437259,124438
1481,1250,15.6,0.1016,71.3,0.0437259,123178
1482,1600,15.6,0.1016,71.3,0.0437259,121528
1483,2000,15.6,0.1016,71.3,0.0437259,119888
1484,2500,15.6,0.1016,71.3,0.0437259,118998
1485,3150,15.6,0.1016,71.3,0.0437259,116468
1486,4000,15.6,0.1016,71.3,0.0437259,113298
1487,200,15.6,0.1016,39.6,0.0528487,123514
1488,250,15.6,0.1016,39.6,0.0528487,124644
1489,315,15.6,0.1016,39.6,0.0528487,122754
1490,400,15.6,0.1016,39.6,0.0528487,120484
1491,500,15.6,0.1016,39.6,0.0528487,115304
1492,630,15.6,0.1016,39.6,0.0528487,118084
1493,800,15.6,0.1016,39.6,0.0528487,118964
1494,1000,15.6,0.1016,39.6,0.0528487,119224
1495,1250,15.6,0.1016,39.6,0.0528487,118214
1496,1600,15.6,0.1016,39.6,0.0528487,114554
1497,2000,15.6,0.1016,39.6,0.0528487,110894
1498,2500,15.6,0.1016,39.6,0.0528487,110264
1499,3150,15.6,0.1016,39.6,0.0528487,109254
1500,4000,15.6,0.1016,39.6,0.0528487,106604
1501,5000,15.6,0.1016,39.6,0.0528487,106224
1502,6300,15.6,0.1016,39.6,0.0528487,104204
